"nomPilote";"Genre";"Espece"
"454266";"sipiki udu";"Eugenia";"cupulata"
"457723";"sipiki udu";"Micropholis";"egensis"
"405263";"tatu udu";"Eriotheca";"globosa"
"407897";"tatu udu";"Talisia";"megaphylla"
"436222";"tatu udu";"Parinari";"montana"
"413033";"tingi moni";"Protium";"plagiocarpium"
"418744";"topi";"Mouriri";"huberi"
"419323";"tossopassa marécage";"Tovomita";"Indet."
"388213";"wapa";"Symphonia";"sp.1"
"420014";"weko";"Iryanthera";"Indet."
"434170";"weko";"Inga";"stipularis"
"447730";"weko";"Inga";"umbellifera"
"398763";"weti koko";"Licania";"granvillei"
"410691";"weti koko";"Cupania";"scrobiculata"
"423922";"weti koko";"Zanthoxylum";"ekmanii"
"450652";"weti koko";"Casearia";"sp.1CAY-ATDN"
"456518";"weti koko";"Talisia";"praealta"
"446924";"weti paya";"Maquira";"guianensis"
"450419";"weti paya";"Helicostylis";"pedunculata"
"457860";"weti paya";"Helicostylis";"tomentosa"
"512945";"-";"Tabernaemontana";"attenuata"
"469328";"akoinsiba";"Micropholis";"guyanensis"
"475929";"akoinsiba";"Pouteria";"torta"
"477462";"akoinsiba";"Micropholis";"obscura"
"504451";"akoinsiba";"Pouteria";"grandis"
"474610";"amarante";"Peltogyne";"Indet."
"465200";"anangosi";"Buchenavia";"nitidissima"
"489950";"anangosi";"Indet.";"Indet."
"462602";"aso udu";"Annona";"ambotay"
"512133";"baaka apisi";"Indet.";"sp.38Guyafor"
"470841";"baaka koko";"Cybianthus";"microbotrys"
"465180";"bakuman";"Pouteria";"hispida"
"477609";"bakuman";"Micropholis";"obscura"
"528010";"bakuman";"Micropholis";"longipedicellata"
"471621";"balata pomme";"Pouteria";"bangii"
"471962";"balata pomme";"Pouteria";"melanopoda"
"470462";"bofom peto";"Siparuna";"decipiens"
"498182";"boliken koko";"Couepia";"caryophylloides"
"463034";"bumbi kidia";"Guarea";"pubescens"
"492011";"busi banda";"Eugenia";"anastomosans"
"503840";"busi banda";"Touroulia";"guianensis"
"517001";"busi banda";"Votomita";"guianensis"
"528825";"busi banda";"Minquartia";"guianensis"
"528985";"busi banda";"Eugenia";"patrisii"
"465978";"busi kanambuli";"Schefflera";"Indet."
"527950";"busi kasu";"Sloanea";"brevipes"
"462834";"busi kosu";"Sloanea";"sp.2CAY-ATDN"
"514600";"busi kosu";"Sloanea";"eichleri"
"528209";"busi kosu";"Sloanea";"sp.22CAY-ATDN"
"465019";"cèdre";"Rhodostemonodaphne";"rufovirgata"
"470821";"diankatu";"Ouratea";"decagyna"
"491403";"diankatu";"Duroia";"longiflora"
"496610";"diankatu";"Ouratea";"guianensis"
"509627";"diankatu";"Tapura";"capitulifera"
"526295";"diankatu";"Chaetocarpus";"schomburgkianus"
"461845";"diapapaie";"Pourouma";"villosa"
"461725";"dodomisinga";"Parkia";"pendula"
"486684";"encens";"Thyrsodium";"spruceanum"
"505033";"geli koko";"Votomita";"guianensis"
"493724";"Hevea";"Tapura";"capitulifera"
"529126";"Hevea";"Pradosia";"ptychandra"
"483105";"inkatu";"Ficus";"Indet."
"521085";"kakabuku";"Swartzia";"grandifolia"
"531117";"kankan udu";"Pouteria";"flavilatex"
"494716";"kodia weko";"Inga";"pilosula"
"465340";"koko";"Siparuna";"cuspidata"
"470881";"koko";"Inga";"loubryana"
"475435";"koko";"Euplassa";"pinnata"
"482213";"koko";"Licania";"laxiflora"
"488940";"koko";"Casearia";"javitensis"
"497757";"koko";"Indet.";"sp.2CAY-ATDN"
"515907";"koko";"Bocoa";"prouacensis"
"520343";"koko";"Couepia";"caryophylloides"
"486244";"kumanti udu";"Aspidosperma";"sandwithianum"
"533586";"kumanti udu";"Zanthoxylum";"acuminatum"
"468358";"kwali";"Vochysia";"guianensis"
"530060";"kwasi tiki";"Emmotum";"fagifolium"
"502842";"kwata bobi";"Pouteria";"fimbriata"
"485158";"kwebi koko";"Hebepetalum";"humiriifolium"
"486124";"kwebi koko";"Licania";"licaniiflora"
"520476";"kwebi koko";"Hirtella";"glandulosa"
"465160";"lebi koko";"Licania";"canescens"
"501175";"lebi koko";"Parinari";"montana"
"506335";"lebi koko";"Couepia";"caryophylloides"
"516953";"lebi koko";"Indet.";"Indet."
"516964";"lebi koko";"Indet.";"sp.2CAY-ATDN"
"527713";"lebi koko";"Licania";"micrantha"
"479511";"lebi tongo";"Eugenia";"pseudopsidium"
"483261";"maho noir";"Couratari";"multiflora"
"519934";"maho noir";"Lueheopsis";"rugosa"
"535817";"maho noir";"Eschweilera";"collina"
"475153";"maho rouge";"Eschweilera";"pedicellata"
"492402";"maho rouge";"Indet.";"sp.5Guyafor"
"510872";"maho rouge";"Licania";"alba"
"526641";"maho rouge";"Carapa";"surinamensis"
"463316";"mamadosu";"Eugenia";"marowynensis"
"464380";"mamadosu";"Pouteria";"hispida"
"468069";"mamadosu";"Pouteria";"jariensis"
"507926";"man tapuhupa";"Tovomita";"obovata"
"466891";"matawai gedu";"Tachigali";"melinonii"
"508516";"muamba";"Gustavia";"hexapetala"
"484856";"mutsenge tsenge";"Parinari";"rodolphii"
"486379";"mutsenge tsenge";"Parinari";"montana"
"475576";"neko udu";"Neocalyptrocalyx";"leprieurii"
"511040";"neko udu";"Ilex";"sp.2CAY-ATDN"
"462814";"niamboka";"Mahurea";"palustris"
"501296";"niamboka";"Pouteria";"grandis"
"508556";"niamboka";"Pouteria";"hispida"
"473835";"niamisi udu";"Tapura";"capitulifera"
"487358";"pepe boiti";"Chrysophyllum";"sanguinolentum"
"504850";"pepe boiti";"Pouteria";"grandis"
"502274";"podo tiki";"Annona";"exsucca"
"469916";"pulu";"Abarema";"mataybifolia"
"520517";"santi koko";"Euplassa";"pinnata"
"532892";"santi koko";"Couepia";"Indet."
"484709";"Symphonia";"Moronobea";"coccinea"
"494458";"tamalin";"Inga";"gracilifolia"
"514699";"tatu udu";"Chaetocarpus";"schomburgkianus"
"536391";"tatu udu";"Myrcia";"fallax"
"482239";"tingi moni";"Protium";"tenuifolium"
"536525";"topi";"Hirtella";"bicornis"
"479273";"tosopasa";"Iryanthera";"sagotiana"
"498318";"tupiki weko";"Dendrobangia";"boliviana"
"526680";"tupiki weko";"Anacardium";"spruceanum"
"485896";"weko";"Cassia";"spruceana"
"486724";"weko";"Inga";"rubiginosa"
"502931";"weko";"Pouteria";"bilocularis"
"492237";"weti koko";"Sagotia";"racemosa"
"497543";"weti koko";"Licania";"sprucei"
"510731";"weti koko";"Micropholis";"guyanensis"
"520035";"weti koko";"Pouteria";"ambelaniifolia"
"528689";"weti koko";"Casearia";"pitumba"
"526186";"weti sali";"Micropholis";"egensis"
"492789";"weti udu";"Poraqueiba";"guianensis"
"522106";"weti udu";"Inga";"jenmanii"
"551336";"-";"Platymiscium";"Indet."
"589910";"-";"Annona";"ambotay"
"538891";"adugue";"Eugenia";"patrisii"
"590785";"aganananga";"Sterculia";"speciosa"
"552750";"agui";"Swartzia";"panacoco"
"584541";"akoinsiba";"Micropholis";"venulosa"
"588344";"akoinsiba";"Pouteria";"guianensis"
"596656";"akoinsiba";"Chrysophyllum";"prieurii"
"563359";"apisi";"Ocotea";"percurrens"
"540567";"aso udu";"Anaxagorea";"dolichocarpa"
"593562";"aso udu";"Fusaea";"longifolia"
"550312";"baaka apisi";"Trichilia";"schomburgkii"
"561833";"baaka apisi";"Licaria";"martiniana"
"549155";"bakuman";"Simaba";"cedron"
"566543";"bakuman";"Pouteria";"torta"
"596696";"bakuman";"Tapura";"capitulifera"
"618972";"bakuman";"Brosimum";"guianense"
"590518";"bamba apisi";"Sterculia";"pruriens"
"564254";"boco";"Indet.";"sp.35CAY-ATDN"
"549660";"bofo udu";"Tapura";"capitulifera"
"610017";"bofo udu";"Pouteria";"bilocularis"
"611383";"bois saint jean";"Schefflera";"morototoni"
"564488";"boliken koko";"Indet.";"sp.P22"
"546198";"busi banda";"Eugenia";"latifolia"
"571198";"busi banda";"Myrcia";"decorticans"
"580171";"busi banda";"Licania";"laxiflora"
"590685";"busi banda";"Tovomita";"sp.5CAY-ATDN"
"605722";"busi banda";"Pouteria";"guianensis"
"554981";"busi kosu";"Swartzia";"polyphylla"
"540961";"busi mango";"Tovomita";"sp.B5"
"539560";"cèdre";"Euplassa";"pinnata"
"539862";"cèdre cannelle";"Licaria";"martiniana"
"549935";"diankatu";"Maytenus";"sp.P1"
"607469";"diankatu";"Maytenus";"sp.7CAY-ATDN"
"605542";"diankoi mata";"Eugenia";"pseudopsidium"
"557600";"ébène verte";"Handroanthus";"Indet."
"539792";"encens";"Thyrsodium";"Indet."
"548466";"encens";"Tapirira";"guianensis"
"605402";"Eperua grandiflora";"Moronobea";"coccinea"
"557822";"gaan moni";"Dacryodes";"sp.4CAY-ATDN"
"614230";"geli koko";"Symphonia";"Indet."
"614185";"Hevea";"Siparuna";"decipiens"
"550454";"kodia weko";"Inga";"melinonis"
"563794";"kodia weko";"Inga";"lomatophylla"
"558780";"koko";"Heisteria";"ovata"
"562823";"koko";"Couepia";"Indet."
"565632";"koko";"Indet.";"sp.P22"
"566663";"koko";"Pouteria";"torta"
"568936";"koko";"Elvasia";"elvasioides"
"569393";"koko";"Micropholis";"venulosa"
"570002";"koko";"Sandwithia";"guyanensis"
"571806";"koko";"Talisia";"simaboides"
"572640";"koko";"Parinari";"rodolphii"
"554865";"kumanti udu";"Ouratea";"sp.P1"
"563026";"lebi koko";"Eugenia";"cupulata"
"588874";"lebi koko";"Hirtella";"bicornis"
"618485";"lebi sali";"Eugenia";"anastomosans"
"557103";"maho cochon";"Tachigali";"melinonii"
"551201";"maho noir";"Iryanthera";"hostmannii"
"565743";"maho noir";"Ouratea";"guianensis"
"615305";"maho noir";"Indet.";"sp.2Guyafor"
"551450";"maho rouge";"Eschweilera";"micrantha"
"568715";"malobi";"Pouteria";"torta"
"574588";"mamadosu";"Kutchubaea";"insignis"
"538220";"man tapuhupa";"Lecythis";"persistens"
"545179";"man tapuhupa";"Theobroma";"subincanum"
"593040";"man tapuhupa";"Oxandra";"asbeckii"
"569707";"moutouchi savane";"Brosimum";"rubescens"
"540947";"pepe boiti";"Indet.";"sp.P9"
"588064";"singabasu";"Matayba";"inelegans"
"546971";"sipiki udu";"Richeria";"grandis"
"589990";"sipiki udu";"Gaulettia";"parillo"
"547009";"tatu udu";"Protium";"tenuifolium"
"555903";"tatu udu";"Vantanea";"parviflora"
"560459";"tatu udu";"Siparuna";"decipiens"
"562277";"tatu udu";"Ocotea";"subterminalis"
"565504";"tatu udu";"Heisteria";"ovata"
"574928";"tatu udu";"Swartzia";"grandifolia"
"594094";"tatu udu";"Inga";"graciliflora"
"619940";"tatu udu";"Inga";"capitata"
"554921";"topi";"Heisteria";"densifrons"
"538671";"wan ede";"Tovomita";"sp.2CAY-ATDN"
"543751";"wana kwali";"Indet.";"Indet."
"597786";"wapa";"Simaba";"cedron"
"604207";"wapa";"Symphonia";"globulifera"
"607925";"wapa";"Carapa";"surinamensis"
"556963";"weko";"Eugenia";"cupulata"
"607994";"weko";"Inga";"nouragensis"
"608157";"weko";"Talisia";"hexaphylla"
"538834";"weti bakuman";"Pouteria";"engleri"
"605582";"weti bakuman";"Chrysophyllum";"prieurii"
"556145";"weti koko";"Licania";"ovalifolia"
"560422";"weti koko";"Talisia";"hexaphylla"
"574864";"weti koko";"Mabea";"piriri"
"544446";"weti paya";"Macoubea";"guianensis"
"544597";"weti paya";"Chrysophyllum";"pomiferum"
"563257";"weti paya";"Naucleopsis";"guianensis"
"554805";"weti sali";"Protium";"sagotianum"
"555708";"weti sali";"Siparuna";"decipiens"
"653983";"-";"Tachigali";"Indet."
"654153";"-";"Vataireopsis";"surinamensis"
"654485";"-";"Vatairea";"paraensis"
"742745";"-";"Lecythis";"poiteaui"
"751695";"-";"Handroanthus";"Indet."
"635687";"acacia franc";"Enterolobium";"sp.1CAY-ATDN"
"693201";"acacia franc";"Abarema";"jupunba"
"647383";"adugue";"Diospyros";"carbonaria"
"734681";"aganananga";"Carapa";"surinamensis"
"626655";"aganiamai";"Prunus";"myrtifolia"
"639865";"agui";"Bocoa";"prouacensis"
"695345";"agui";"Diplotropis";"purpurea"
"724106";"agui";"Ormosia";"coccinea"
"725762";"agui";"Couma";"guianensis"
"641755";"agusiton";"Faramea";"pedunculata"
"643057";"agusiton";"Diospyros";"carbonaria"
"663700";"agusiton";"Discophora";"guianensis"
"634266";"aie weko";"Inga";"rubiginosa"
"626141";"akoinsiba";"Duroia";"longiflora"
"670575";"akoinsiba";"Pouteria";"singularis"
"730526";"akoinsiba";"Pouteria";"cicatricata"
"663153";"aluau";"Protium";"sagotianum"
"673675";"aluau";"Indet.";"Indet."
"728825";"aluau";"Licania";"alba"
"680924";"amarante";"Inga";"gracilifolia"
"695837";"anangosi";"Buchenavia";"tetraphylla"
"696229";"anangosi";"Terminalia";"amazonia"
"624315";"angélique";"Licania";"canescens"
"666817";"angélique";"Buchenavia";"guianensis"
"625311";"apisi";"Ocotea";"argyrophylla"
"625847";"apisi";"Nectandra";"globosa"
"687865";"apisi";"Aniba";"guianensis"
"692453";"apisi";"Licaria";"martiniana"
"703029";"apisi";"Siparuna";"cuspidata"
"703128";"apisi";"Indet.";"Indet."
"695437";"aso udu";"Diospyros";"carbonaria"
"698642";"aso udu";"Unonopsis";"Indet."
"638466";"baaka apisi";"Ocotea";"puberula"
"669559";"baaka apisi";"Ambelania";"acida"
"669666";"baaka apisi";"Eschweilera";"coriacea"
"687636";"baaka apisi";"Rhodostemonodaphne";"morii"
"688491";"baaka apisi";"Ocotea";"percurrens"
"689231";"baaka apisi";"Ocotea";"tomentella"
"694661";"baaka apisi";"Diospyros";"carbonaria"
"719994";"baaka apisi";"Rhodostemonodaphne";"Indet."
"648615";"baaka koko";"Diospyros";"capreifolia"
"702049";"baaka koko";"Diospyros";"guianensis"
"707985";"baaka koko";"Laetia";"procera"
"668271";"baaka mesupu";"Loreya";"arborescens"
"653778";"baaka pedieko";"Xylopia";"crinita"
"689501";"bagasse";"Bagassa";"guianensis"
"632744";"bakuman";"Casearia";"Indet."
"681387";"bakuman";"Micropholis";"Indet."
"684385";"bakuman";"Pseudolmedia";"laevis"
"747229";"bakuman";"Chrysophyllum";"venezuelanense"
"654253";"balata franc";"Carapa";"surinamensis"
"627175";"balata pomme";"Chrysophyllum";"pomiferum"
"635356";"bamba apisi";"Rhodostemonodaphne";"morii"
"637897";"bamba apisi";"Ocotea";"cernua"
"668052";"bita tiki";"Indet.";"Indet."
"718887";"bita tiki";"Casearia";"decandra"
"760751";"bita tiki";"Simaba";"polyphylla"
"624373";"boco";"Swartzia";"panacoco"
"643543";"boco";"Oxandra";"asbeckii"
"659804";"boco";"Poraqueiba";"guianensis"
"692345";"boco";"Swartzia";"guianensis"
"747356";"boco";"Dicorynia";"guianensis"
"725840";"bofo paya";"Helicostylis";"tomentosa"
"701116";"bofo udu";"Vantanea";"guianensis"
"719934";"bofom peto";"Tapura";"amazonica"
"744420";"bofom peto";"Maytenus";"oblongata"
"630390";"bois de rose";"Aniba";"rosaeodora"
"667010";"bois de rose";"Unonopsis";"rufescens"
"641189";"bois rouge";"Zanthoxylum";"acuminatum"
"696702";"bois saint jean";"Couratari";"multiflora"
"633354";"boliken koko";"Iryanthera";"hostmannii"
"635430";"boliken koko";"Licania";"canescens"
"657003";"boliken koko";"Licania";"latistipula"
"658317";"boliken koko";"Sloanea";"brevipes"
"677138";"boliken koko";"Eugenia";"cupulata"
"680370";"boliken koko";"Inga";"loubryana"
"698431";"boliken koko";"Sloanea";"Indet."
"726001";"boliken koko";"Hirtella";"bicornis"
"752816";"boliken koko";"Licania";"alba"
"623456";"bumbi kidia";"Rinorea";"guianensis"
"637016";"bumbi kidia";"Rinorea";"sp.1CAY-ATDN"
"681809";"bumbi kidia";"Vitex";"guianensis"
"644382";"busi banda";"Buchenavia";"nitidissima"
"644467";"busi banda";"Eugenia";"sp.FG9-Holst"
"648486";"busi banda";"Eugenia";"sp.FG21-Holst"
"649131";"busi banda";"Buchenavia";"grandis"
"662651";"busi banda";"Lacunaria";"crenata"
"679396";"busi banda";"Eugenia";"coffeifolia"
"701183";"busi banda";"Rinorea";"flavescens"
"756915";"busi banda";"Heisteria";"ovata"
"635251";"busi cacao";"Theobroma";"velutinum"
"650250";"busi cacao";"Carapa";"surinamensis"
"659989";"busi cacao";"Lueheopsis";"rugosa"
"740198";"busi cacao";"Eperua";"rubiginosa"
"637503";"busi kanambuli";"Simarouba";"amara"
"649808";"busi kasu";"Oenocarpus";"bataua"
"663512";"busi kasu";"Thyrsodium";"guianense"
"693280";"busi kasu";"Posoqueria";"latifolia"
"699731";"busi kasu";"Thyrsodium";"puberulum"
"702107";"busi kasu";"Sterculia";"pruriens"
"624708";"busi kiki";"Ruizterania";"albiflora"
"652739";"busi kiki";"Symphonia";"sp.1"
"668710";"busi kiki";"Eschweilera";"coriacea"
"624917";"busi kiki kisi";"Cordia";"Indet."
"674797";"busi kosu";"Sloanea";"latifolia_form2"
"697558";"busi kosu";"Cybianthus";"microbotrys"
"679913";"busi mango";"Couma";"guianensis"
"717361";"busi mango";"Lacunaria";"Indet."
"691495";"canari macaque";"Symphonia";"sp.1"
"758406";"carapa";"Protium";"tenuifolium"
"626239";"cèdre";"Aniba";"guianensis"
"630728";"cèdre";"Qualea";"rosea"
"641886";"cèdre";"Licaria";"debilis"
"645552";"cèdre";"Mouriri";"huberi"
"646954";"cèdre";"Talisia";"hexaphylla"
"659086";"cèdre";"Panopsis";"sessilifolia"
"659971";"cèdre";"Dacryodes";"nitens"
"672740";"cèdre";"Ocotea";"cernua"
"674568";"cèdre";"Ocotea";"tomentella"
"635599";"cèdre cannelle";"Euplassa";"pinnata"
"667897";"cèdre cannelle";"Aniba";"guianensis"
"685281";"comou";"Vochysia";"surinamensis"
"640883";"dachitan";"Talisia";"furfuracea"
"645929";"dachitan";"Dialium";"guianense"
"749567";"dachitan";"Peltogyne";"Indet."
"635133";"diaba udu";"Lueheopsis";"rugosa"
"724487";"diaguidia";"Gustavia";"hexapetala"
"629036";"diankatu";"Maytenus";"guyanensis"
"656724";"diankatu";"Quiina";"integrifolia"
"700619";"diankatu";"Tapura";"amazonica"
"729232";"diankatu";"Pogonophora";"schomburgkiana"
"681259";"diankoi mata";"Stryphnodendron";"polystachyum"
"705793";"diankoi mata";"Trichilia";"schomburgkii"
"707560";"diankoi mata";"Cupania";"scrobiculata"
"649047";"diankoi ton";"Guarea";"pubescens"
"642220";"diapapaie";"Theobroma";"subincanum"
"651931";"diapapaie";"Pourouma";"mollis"
"638600";"dokali";"Parahancornia";"fasciculata"
"734247";"dokali";"Helicostylis";"Indet."
"642071";"ébène verte";"Handroanthus";"serratifolius"
"679306";"ébène verte";"Vitex";"guianensis"
"625742";"encens";"Parkia";"pendula"
"632264";"encens";"Anacardium";"spruceanum"
"639945";"encens";"Protium";"apiculatum"
"649035";"encens";"Siparuna";"cuspidata"
"673796";"encens";"Lacunaria";"crenata"
"679138";"encens";"Licania";"ovalifolia"
"732830";"encens";"Chaetocarpus";"schomburgkianus"
"748333";"encens";"Oxandra";"asbeckii"
"631117";"funguti koko";"Licania";"membranacea"
"645840";"funguti koko";"Licania";"Indet."
"761565";"funguti koko";"Licania";"heteromorpha"
"700829";"gaan moni";"Protium";"apiculatum"
"705103";"gaan moni";"Ambelania";"acida"
"662712";"gebi udu";"Ecclinusa";"guianensis"
"645939";"geli apisi";"Aniba";"guianensis"
"672910";"geli koko";"Licania";"sprucei"
"719276";"geli koko";"Poraqueiba";"guianensis"
"761661";"geli koko";"Indet.";"Indet."
"643905";"gonfolo rose";"Vochysia";"guianensis"
"691092";"grignon franc";"Licaria";"cannella"
"721072";"inkasa";"Vatairea";"paraensis"
"665815";"kakabuku";"Bocoa";"prouacensis"
"698994";"kankan udu";"Panopsis";"sessilifolia"
"730765";"kankan udu";"Swartzia";"panacoco"
"673258";"kasaba udu";"Lecythis";"chartacea"
"641993";"kodia weko";"Inga";"pezizifera"
"626091";"koko";"Emmotum";"fagifolium"
"640314";"koko";"Quiina";"oiapocensis"
"640714";"koko";"Eugenia";"coffeifolia"
"642130";"koko";"Vitex";"triflora"
"647524";"koko";"Licania";"hypoleuca"
"648318";"koko";"Mabea";"piriri"
"654126";"koko";"Recordoxylon";"speciosum"
"658363";"koko";"Heisteria";"densifrons"
"660470";"koko";"Amanoa";"congesta"
"667619";"koko";"Vantanea";"guianensis"
"681457";"koko";"Theobroma";"subincanum"
"711429";"koko";"Siparuna";"decipiens"
"713514";"koko";"Lacistema";"grandifolium"
"716698";"koko";"Lecythis";"persistens"
"658661";"kukuniefu";"Calycolpus";"goetheanus"
"719101";"kumanti udu";"Ormosia";"paraensis"
"632914";"kusisi";"Sagotia";"racemosa"
"643709";"kusisi";"Indet.";"Indet."
"650072";"kusisi";"Ocotea";"percurrens"
"692403";"kusisi";"Chaetocarpus";"schomburgkianus"
"721318";"kusisi";"Casearia";"sp.3CAY-ATDN"
"632059";"kwali";"Vochysia";"Indet."
"643067";"kwali";"Qualea";"dinizii"
"677118";"kwali";"Vochysia";"surinamensis"
"641953";"kwata bobi";"Pouteria";"gongrijpii"
"699701";"kwata bobi";"Pouteria";"hispida"
"718827";"kwata bobi";"Pouteria";"jariensis"
"721160";"kwebi koko";"Indet.";"Indet."
"625612";"lakasi";"Stryphnodendron";"polystachyum"
"647810";"lakasi";"Caraipa";"Indet."
"734482";"lakasi";"Qualea";"rosea"
"624204";"lebi koko";"Siparuna";"decipiens"
"627441";"lebi koko";"Thyrsodium";"guianense"
"627826";"lebi koko";"Mouriri";"crassifolia"
"631728";"lebi koko";"Licania";"latistipula"
"637908";"lebi koko";"Poraqueiba";"guianensis"
"650470";"lebi koko";"Eschweilera";"coriacea"
"669158";"lebi koko";"Licania";"ovalifolia"
"671900";"lebi koko";"Perebea";"rubra"
"674451";"lebi koko";"Licania";"robusta"
"704043";"lebi koko";"Couepia";"magnoliifolia"
"753431";"lebi koko";"Pogonophora";"schomburgkiana"
"754622";"lebi koko";"Vouacapoua";"americana"
"632194";"lebi sali";"Tetragastris";"altissima"
"648704";"lebi sali";"Talisia";"simaboides"
"677282";"lebi sali";"Protium";"trifoliolatum"
"705893";"lebi sali";"Duroia";"longiflora"
"687568";"lebi tongo";"Eugenia";"sp.FG21-Holst"
"722779";"lebi tongo";"Myrcia";"decorticans"
"727854";"lebi tongo";"Casearia";"sylvestris"
"749813";"lebi tongo";"Lecythis";"Indet."
"648350";"maaka";"Pouteria";"jariensis"
"672920";"maaka";"Emmotum";"fagifolium"
"686794";"maaka";"Minquartia";"Indet."
"626259";"maho cigare";"Myrcia";"decorticans"
"635936";"maho cigare";"Jacaranda";"copaia"
"636266";"maho cigare";"Lecythis";"corrugata subsp. corrugata"
"641283";"maho cigare";"Simaba";"morettii"
"653037";"maho cigare";"Eschweilera";"coriacea"
"653180";"maho cigare";"Lecythis";"corrugata"
"691754";"maho cigare";"Pouteria";"cicatricata"
"655146";"maho cochon";"Eriotheca";"longitubulosa"
"708803";"maho cochon";"Sterculia";"excelsa"
"646934";"maho coton";"Sterculia";"pruriens"
"625137";"maho noir";"Lecythis";"idatimon"
"636256";"maho noir";"Lecythis";"corrugata subsp. corrugata"
"650480";"maho noir";"Licania";"alba"
"657653";"maho noir";"Eschweilera";"simiorum"
"707810";"maho noir";"Goupia";"glabra"
"714825";"maho noir";"Lecythis";"Indet."
"719219";"maho noir";"Diospyros";"carbonaria"
"741259";"maho noir";"Euterpe";"oleracea"
"741904";"maho noir";"Ambelania";"acida"
"761515";"maho noir";"Indet.";"sp.8Guyafor"
"623803";"maho rouge";"Lecythis";"holcogyne"
"625494";"maho rouge";"Lecythis";"idatimon"
"640762";"maho rouge";"Eschweilera";"grandiflora"
"683062";"maho rouge";"Qualea";"rosea"
"714166";"maho rouge";"Discophora";"guianensis"
"743550";"maho rouge";"Poraqueiba";"guianensis"
"747278";"maho rouge";"Pouteria";"eugeniifolia"
"644169";"malobi";"Talisia";"hexaphylla"
"641150";"mamadosu";"Erythroxylum";"sp.1CAY-ATDN"
"642298";"mamadosu";"Myrcia";"decorticans"
"653144";"mamadosu";"Amaioua";"corymbosa"
"655877";"mamadosu";"Eugenia";"exaltata"
"705883";"mamadosu";"Trichilia";"schomburgkii"
"726230";"mamadosu";"Hebepetalum";"humiriifolium"
"623813";"man tapuhupa";"Iryanthera";"hostmannii"
"677398";"man tapuhupa";"Eschweilera";"sagotiana"
"734502";"man tapuhupa";"Gustavia";"augusta"
"685231";"manil";"Goupia";"glabra"
"647116";"maria congo";"Lecythis";"corrugata subsp. corrugata"
"675712";"maripa";"Oenocarpus";"bataua"
"681526";"matawai gedu";"Tachigali";"sp.5CAY-ATDN"
"625995";"meli";"Eschweilera";"coriacea"
"723035";"meli";"Guatteria";"schomburgkiana"
"761673";"meli";"Swartzia";"polyphylla"
"626954";"mesupu";"Indet.";"Indet."
"635529";"mesupu";"Qualea";"rosea"
"680547";"mesupu";"Bellucia";"grossularioides"
"710973";"mesupu";"Miconia";"ruficalyx"
"679503";"moutouchi savane";"Pterocarpus";"rohrii"
"624265";"muamba";"Pouteria";"singularis"
"627309";"muamba";"Annona";"ambotay"
"634432";"muamba";"Eschweilera";"wachenheimii"
"641697";"muamba";"Minquartia";"guianensis"
"662778";"muamba";"Duguetia";"calycina"
"670092";"muamba";"Hirtella";"bicornis"
"691368";"muamba";"Ambelania";"acida"
"635549";"niamboka";"Pouteria";"melanopoda"
"686472";"niamboka";"Pouteria";"sp.46Guyafor"
"689693";"niamboka";"Pouteria";"sp.42CAY-ATDN"
"712138";"niamboka";"Couratari";"multiflora"
"751840";"niamboka";"Xylopia";"Indet."
"634451";"niamisi udu";"Indet.";"sp.4CAY-ATDN"
"641538";"patawa";"Licania";"micrantha"
"674039";"patawa";"Symphonia";"sp.1"
"662347";"pedieku";"Qualea";"rosea"
"653795";"pepe (a)tiki";"Indet.";"Indet."
"678131";"pepe (a)tiki";"Myrcia";"decorticans"
"705934";"pepe (a)tiki";"Eugenia";"exaltata"
"717480";"pepe (a)tiki";"Lecythis";"persistens"
"635837";"pepe angasa udu";"Annona";"ambotay"
"655323";"pepe angasa udu";"Unonopsis";"rufescens"
"659353";"pepe angasa udu";"Duguetia";"yeshidan"
"754762";"pepe boiti";"Symphonia";"sp.1"
"686267";"pinot";"Qualea";"rosea"
"709950";"pinot";"Inga";"cordatoalata"
"737020";"pinot";"Indet.";"Indet."
"647278";"podo tiki";"Coccoloba";"mollis"
"623061";"pulu";"Trymatococcus";"oligandrus"
"629379";"pulu";"Pseudolmedia";"laevis"
"633049";"pulu";"Micropholis";"obscura"
"635857";"pulu";"Micropholis";"egensis"
"704801";"pulu";"Prunus";"myrtifolia"
"694227";"sabana guegue";"Pterocarpus";"officinalis"
"637384";"saint martin jaune";"Vataireopsis";"surinamensis"
"735522";"saint martin jaune";"Vatairea";"paraensis"
"636035";"saint martin rouge";"Vatairea";"paraensis"
"628907";"santi koko";"Licania";"heteromorpha"
"642688";"santi koko";"Hirtella";"glandulosa"
"675836";"santi koko";"Drypetes";"variabilis"
"728835";"santi koko";"Dacryodes";"nitens"
"703908";"satiné rubané";"Maquira";"guianensis"
"726280";"simarouba";"Sterculia";"speciosa"
"727844";"simarouba";"Sterculia";"pruriens"
"680110";"singabasu";"Cupania";"rubiginosa"
"718161";"singabasu";"Indet.";"Indet."
"677819";"sipiki udu";"Myrcia";"magnoliifolia"
"750651";"sipiki udu";"Trichilia";"schomburgkii"
"724170";"supun udu";"Lueheopsis";"Indet."
"739162";"Symphonia";"Euterpe";"oleracea"
"749043";"Symphonia";"Licania";"heteromorpha"
"643486";"tamalin";"Aspidosperma";"excelsum"
