"nomPilote";"Genre";"Espece"
"1191756";"weti paya";"Abarema";"mataybifolia"
"1338126";"aie weko";"Dimorphandra";"polyandra"
"1318967";"bakuman";"Chrysophyllum";"Indet."
"1360939";"baolifi";"Sloanea";"grandiflora"
"1324070";"bois canon";"Vismia";"sessilifolia"
"1312221";"busi cacao";"Sloanea";"Indet."
"1323853";"dodomisinga";"Indet.";"Indet."
"1287761";"gonfolo";"Ruizterania";"albiflora"
"1293251";"gonfolo";"Goupia";"glabra"
"1323452";"gonfolo rose";"Mabea";"piriri"
"1301337";"koko";"Oxandra";"asbeckii"
"1323928";"koko";"Parinari";"Indet."
"1360554";"koko";"Gustavia";"hexapetala"
"1362443";"kwasi tiki";"Amaioua";"Indet."
"1329104";"lebi koko";"Sloanea";"Indet."
"1315487";"maho noir";"Maytenus";"oblongata"
"1319417";"maho noir";"Lecythis";"holcogyne"
"1343377";"maho rouge";"Garcinia";"Indet."
"1343891";"maho rouge";"Anacardium";"spruceanum"
"1320940";"malobi";"Chrysophyllum";"prieurii"
"1360681";"mamadosu";"Duroia";"micrantha"
"1360520";"man tapuhupa";"Hirtella";"Indet."
"1360092";"matawai gedu";"Guarea";"silvatica"
"1323193";"Moronobea";"Symphonia";"Indet."
"1301314";"muamba";"Licania";"canescens"
"1361457";"muamba";"Pouteria";"venosa"
"1334123";"santi koko";"Tabebuia";"insignis"
"1347574";"santi koko";"Drypetes";"Indet."
"1362399";"tupiki weko";"Byrsonima";"Indet."
"1322088";"wata tiki";"Amphirrhox";"Indet."
"1301683";"weti koko";"Licania";"canescens"
"1302802";"weti koko";"Maytenus";"oblongata"
"1347799";"weti koko";"Simaba";"cedron"
"1413214";"-";"Conceveiba";"guianensis"
"1379889";"aganiamai";"Vismia";"latifolia"
"1401060";"aganiamai";"Sterculia";"pruriens"
"1421475";"aganiamai";"Inga";"thibaudiana"
"1369703";"agui";"Agonandra";"silvatica"
"1377674";"agui";"Abarema";"mataybifolia"
"1439348";"agusiton";"Eugenia";"anastomosans"
"1400535";"amarante";"Schefflera";"decaphylla"
"1374443";"baaka apisi";"Ocotea";"nigra"
"1421756";"baaka koko";"Agonandra";"silvatica"
"1399849";"baaka pedieko";"Annona";"exsucca"
"1400810";"bakuman";"Tapirira";"guianensis"
"1443204";"bakuman";"Chaunochiton";"kappleri"
"1412343";"bofom peto";"Chaunochiton";"kappleri"
"1420536";"bois de rose";"Licaria";"chrysophylla"
"1434031";"boliken koko";"Gaulettia";"parillo"
"1398105";"buguni";"Vantanea";"parviflora"
"1399121";"buguni";"Maytenus";"oblongata"
"1435242";"busi banda";"Naucleopsis";"guianensis"
"1378320";"busi cacao";"Chaunochiton";"kappleri"
"1442529";"busi kiki kisi";"Cordia";"sprucei"
"1372565";"busi kosu";"Ampelocera";"edentula"
"1396314";"busi kosu";"Chimarrhis";"turbinata"
"1440565";"busi kosu";"Eugenia";"pseudopsidium"
"1378915";"cèdre";"Ocotea";"glomerata"
"1399190";"gonfolo rose";"Miconia";"minutiflora"
"1435002";"kodia weko";"Inga";"alba"
"1395126";"koko";"Swartzia";"arborescens"
"1410178";"maaka";"Duroia";"longiflora"
"1398229";"maho cochon";"Couepia";"habrantha"
"1443086";"maho cochon";"Pourouma";"bicolor"
"1378737";"maho rouge";"Tapirira";"obtusa"
"1391842";"malobi";"Pouteria";"gongrijpii"
"1408048";"mamadosu";"Posoqueria";"latifolia"
"1418403";"mamadosu";"Eugenia";"sp.FG9-Holst"
"1426957";"mamadosu";"Eugenia";"patrisii"
"1413899";"man tapuhupa";"Heisteria";"densifrons"
"1441107";"mapa";"Pouteria";"sagotiana"
"1421303";"mesupu";"Duroia";"eriopila"
"1365740";"neko udu";"Diplotropis";"purpurea"
"1387540";"pepe (a)tiki";"Eugenia";"pseudopsidium"
"1388787";"pepe (a)tiki";"Amaioua";"guianensis"
"1375637";"pepe boiti";"Micropholis";"obscura"
"1380121";"pulu";"Hevea";"guianensis"
"1373728";"taapu tiki";"Mouriri";"crassifolia"
"1401209";"tamalin";"Stryphnodendron";"polystachyum"
"1439753";"tatu udu";"Eugenia";"pseudopsidium"
"1440953";"tatu udu";"Eugenia";"patrisii"
"1421391";"tete weko";"Abarema";"jupunba"
"1437313";"topi";"Mouriri";"dumetosa"
"1373684";"tupiki weko";"Hieronyma";"oblonga"
"1400025";"tupiki weko";"Dacryodes";"nitens"
"1379969";"weko";"Annona";"exsucca"
"1396641";"weko";"Inga";"virgultosa"
"1443010";"weko";"Maquira";"guianensis"
"1379780";"weti koko";"Heisteria";"densifrons"
"1394066";"weti paya";"Brosimum";"Indet."
"1421544";"weti paya";"Parahancornia";"fasciculata"
"1420723";"weti pedieku";"Tapirira";"bethanniana"
"1387784";"weti udu";"Swartzia";"grandifolia"
"1371969";"win udu";"Chaetocarpus";"schomburgkianus"
"1475251";"-";"Vatairea";"Indet."
"1481861";"-";"Lecythis";"persistens"
"1453702";"adugue";"Simaba";"cedron"
"1490891";"agui";"Couepia";"bracteosa"
"1515198";"agusiton";"Mouriri";"Indet."
"1459784";"akoinsiba";"Pouteria";"venosa"
"1460768";"akoinsiba";"Micropholis";"Indet."
"1464206";"akoinsiba";"Pouteria";"jariensis"
"1472209";"akoinsiba";"Pouteria";"Indet."
"1474629";"akoinsiba";"Amanoa";"guianensis"
"1477915";"akoinsiba";"Micropholis";"mensalis"
"1482284";"akoinsiba";"Pouteria";"engleri"
"1485363";"akoinsiba";"Pouteria";"caimito"
"1491368";"akoinsiba";"Sloanea";"Indet."
"1493727";"akoinsiba";"Sarcaulus";"Indet."
"1508673";"akoinsiba";"Tabernaemontana";"attenuata"
"1516251";"akoinsiba";"Pouteria";"egregia"
"1502632";"aluau";"Protium";"Indet."
"1478827";"aso udu";"Albizia";"pedicellaris"
"1448867";"atila koko";"Licania";"membranacea"
"1456113";"baaka koko";"Hebepetalum";"humiriifolium"
"1524718";"baaka tiki";"Swartzia";"Indet."
"1464986";"bakuman";"Pouteria";"jariensis"
"1471083";"bakuman";"Sterculia";"Indet."
"1498326";"bakuman";"Ecclinusa";"Indet."
"1517795";"bakuman";"Eschweilera";"congestiflora"
"1471531";"balata franc";"Pouteria";"Indet."
"1498925";"balata franc";"Chrysophyllum";"sanguinolentum"
"1472784";"balata pomme";"Chrysophyllum";"prieurii"
"1527749";"bofo paya";"Ambelania";"Indet."
"1449883";"bofo udu";"Vantanea";"Indet."
"1450874";"bofo udu";"Matayba";"arborescens"
"1528379";"bofo udu";"Sacoglottis";"Indet."
"1516700";"bofom peto";"Apeiba";"glabra"
"1528270";"bois canon";"Vatairea";"Indet."
"1449050";"boliken koko";"Licania";"ovalifolia"
"1481436";"buguni";"Inga";"bourgonii"
"1486532";"buguni";"Inga";"splendens"
"1480506";"busi banda";"Paypayrola";"guianensis"
"1449429";"busi kasu";"Gustavia";"hexapetala"
"1496177";"busi kiki";"Cordia";"nervosa"
"1449029";"busi mango";"Rhodostemonodaphne";"grandis"
"1516299";"busi mango";"Lecythis";"poiteaui"
"1508944";"busi papaie";"Indet.";"Indet."
"1475952";"cœur dehors";"Rauvolfia";"paraensis"
"1511790";"diankoi mata";"Guarea";"Indet."
"1454252";"ébène verte";"Platymiscium";"Indet."
"1522030";"encens";"Tetragastris";"Indet."
"1495920";"gebi udu";"Himatanthus";"Indet."
"1528573";"geli koko";"Chaetocarpus";"schomburgkianus"
"1453873";"jaboti";"Maytenus";"oblongata"
"1463498";"kakabuku";"Apeiba";"glabra"
"1484045";"kodia weko";"Chaunochiton";"kappleri"
"1460065";"koko";"Rhodostemonodaphne";"grandis"
"1464739";"koko";"Paypayrola";"guianensis"
"1527528";"koko";"Quiina";"Indet."
"1527567";"koko";"Protium";"guianense"
"1479041";"kukuniefu";"Ouratea";"Indet."
"1516366";"kumanti udu";"Aspidosperma";"excelsum"
"1513151";"kwata bobi";"Pouteria";"Indet."
"1493477";"lebi koko";"Humiriastrum";"Indet."
"1471061";"maho cochon";"Micropholis";"guyanensis"
"1526992";"maho cochon";"Cordia";"sagotii"
"1526868";"maho noir";"Eschweilera";"grandiflora"
"1475716";"malobi";"Pouteria";"reticulata"
"1493267";"malobi";"Pouteria";"Indet."
"1519580";"man tapuhupa";"Indet.";"Indet."
"1478153";"mapa";"Parahancornia";"fasciculata"
"1475001";"neko udu";"Trichilia";"Indet."
"1452368";"niamboka";"Chrysophyllum";"sanguinolentum"
"1479412";"niamboka";"Duroia";"Indet."
"1485665";"niamboka";"Pouteria";"oblanceolata"
"1493587";"niamboka";"Sarcaulus";"brasiliensis"
"1527735";"niamboka";"Chromolucuma";"congestifolia"
"1526162";"pali udu";"Chimarrhis";"turbinata"
"1459240";"patawa";"Iryanthera";"sagotiana"
"1465596";"pepe angasa udu";"Pouteria";"Indet."
"1480954";"pepe angasa udu";"Duguetia";"inconspicua"
"1508191";"pepe angasa udu";"Guatteria";"Indet."
"1485580";"pepe boiti";"Sarcaulus";"brasiliensis"
"1501549";"pepe boiti";"Pouteria";"Indet."
"1504413";"pepe boiti";"Micropholis";"Indet."
"1498781";"pulu";"Poraqueiba";"guianensis"
"1509380";"pulu";"Micropholis";"Indet."
"1477797";"saint martin rouge";"Indet.";"Indet."
"1501753";"samaati pali udu";"Aspidosperma";"excelsum"
"1466240";"simarouba";"Virola";"surinamensis"
"1462568";"singabasu";"Inga";"stipularis"
"1478051";"singabasu";"Protium";"sagotianum"
"1486296";"singabasu";"Cupania";"hirsuta"
"1504325";"sipiki udu";"Chrysophyllum";"sanguinolentum"
"1505913";"Symphonia";"Platonia";"insignis"
"1450986";"tatu udu";"Matayba";"arborescens"
"1474316";"tatu udu";"Guarea";"Indet."
"1508447";"tatu udu";"Poraqueiba";"guianensis"
"1481768";"tingi moni";"Protium";"aracouchini"
"1486423";"topi";"Duroia";"Indet."
"1496961";"topi";"Theobroma";"subincanum"
"1514303";"topi";"Chaetocarpus";"schomburgkianus"
"1463114";"tupiki weko";"Inga";"Indet."
"1466102";"wakapu gitin";"Swartzia";"grandifolia"
"1453717";"wan ede";"Swartzia";"guianensis"
"1474467";"wan ede";"Licania";"membranacea"
"1486806";"weko";"Inga";"nobilis"
"1527816";"weko";"Indet.";"Indet."
"1495108";"weti bakuman";"Maytenus";"oblongata"
"1449252";"weti koko";"Amphirrhox";"Indet."
"1456689";"weti koko";"Posoqueria";"latifolia"
"1471426";"weti koko";"Rinorea";"Indet."
"1452704";"weti paya";"Trymatococcus";"Indet."
"1478183";"yayamadou marécage";"Virola";"michelii"
"352776";"kwata bobi";"Chrysophyllum";"Indet."
"795107";"diankatu";"Ficus";"malacocarpa"
"791057";"goupi";"Palicourea";"guianensis"
"791674";"kaiman udu";"Miconia";"tschudyoides"
"823325";"kaiman udu";"Laetia";"Indet."
"795902";"weko";"Inga";"acreana"
"986596";"pindia udu";"Cecropia";"Indet."
"1106428";"balata franc";"Indet.";"Indet."
"72716";"lebi sali";"Protium";"guianense"
"100609";"tatu udu";"Simaba";"cedron"
"183469";"bita tiki";"Gustavia";"hexapetala"
"118321";"bois saint jean";"Sterculia";"Indet."
"183566";"gaan moni";"Tetragastris";"altissima"
"183479";"lebi sali";"Trichilia";"micrantha"
"140020";"man papaie";"Sterculia";"pruriens"
"159210";"mesupu";"Byrsonima";"laevigata"
"183167";"pindia udu";"Miconia";"tschudyoides"
"159366";"weti pedieku";"Byrsonima";"laevigata"
"268906";"boco";"Trichilia";"schomburgkii"
"241073";"singabasu";"Talisia";"praealta"
"213954";"topi";"Eugenia";"exaltata"
"315603";"aganiamai";"Protium";"subserratum"
"358858";"aganiamai";"Glycydendron";"amazonicum"
"358453";"agusiton";"Duroia";"eriopila"
"315088";"aia tuende";"Chimarrhis";"turbinata"
"338945";"baaka tiki";"Sacoglottis";"guianensis"
"314880";"bita tiki";"Casearia";"sp.5CAY-ATDN"
"314837";"gaan moni";"Simarouba";"amara"
"315009";"gaan moni";"Tapirira";"guianensis"
"379868";"geli koko";"Drypetes";"fanshawei"
"315613";"kumanti udu";"Discophora";"guianensis"
"339032";"lebi sali";"Protium";"giganteum"
"379926";"man tapuhupa";"Siparuna";"decipiens"
"359366";"meli";"Swartzia";"guianensis"
"314969";"mesupu";"Vismia";"sessilifolia"
"358276";"mesupu";"Mabea";"piriri"
"315058";"niamisi udu";"Macoubea";"guianensis"
"315346";"taapu tiki";"Poraqueiba";"guianensis"
"380807";"tete weko";"Inga";"sp.12CAY-ATDN"
"380259";"weko";"Cecropia";"obtusa"
"358423";"weti apisi";"Tapirira";"obtusa"
"379970";"weti paya";"Rhodostemonodaphne";"grandis"
"420982";"aluau";"Protium";"tenuifolium"
"421270";"aluau";"Protium";"opacum"
"403057";"baaka pedieko";"Xylopia";"frutescens"
"403072";"bumbi kidia";"Siparuna";"cuspidata"
"460364";"gaan moni";"Protium";"subserratum"
"421102";"pindia udu";"Parkia";"velutina"
"479875";"aso udu";"Guatteria";"schomburgkiana"
"517246";"babun weko";"Inga";"umbellifera"
"479760";"bofo udu";"Protium";"plagiocarpium"
"479830";"bumbi kidia";"Eugenia";"patrisii"
"479890";"pepe boiti";"Duroia";"longiflora"
"575957";"agusiton";"Tapura";"capitulifera"
"597988";"aso udu";"Duguetia";"calycina"
"553436";"cœur dehors";"Andira";"coriacea"
"598350";"gaan moni";"Euplassa";"pinnata"
"620981";"maho rouge";"Garcinia";"benthamiana"
"598260";"niamisi udu";"Euplassa";"pinnata"
"621197";"sipiki udu";"Lacunaria";"jenmanii"
"621293";"wakapu gitin";"Eperua";"falcata"
"770423";"-";"Vochysia";"Indet."
"770977";"-";"Miconia";"plukenetii"
"772283";"-";"Laetia";"procera"
"772504";"-";"Antonia";"ovata"
"772738";"-";"Xylopia";"nitida"
"776611";"-";"Swartzia";"polyphylla"
"778463";"-";"Goupia";"glabra"
"778848";"-";"Vismia";"guianensis"
"779100";"-";"Emmotum";"fagifolium"
"780941";"-";"Miconia";"tschudyoides"
"784445";"-";"Coussapoa";"angustifolia"
"792699";"-";"Vochysia";"guianensis"
"796255";"-";"Schefflera";"decaphylla"
"796999";"-";"Vismia";"sessilifolia"
"798390";"-";"Carapa";"surinamensis"
"813710";"-";"Vantanea";"parviflora"
"1009470";"adugue";"Talisia";"simaboides"
"967971";"aso udu";"Oxandra";"asbeckii"
"1009450";"bakuman";"Garcinia";"madruno"
"945401";"busi papaie";"Pourouma";"minor"
"988060";"cèdre blanc";"Ocotea";"percurrens"
"988090";"cèdre blanc";"Aniba";"citrifolia"
"1009400";"cèdre noir";"Rhodostemonodaphne";"grandis"
"967726";"dodomisinga";"Abarema";"jupunba"
"1009420";"encens";"Vouacapoua";"americana"
"967861";"gebi udu";"Helicostylis";"tomentosa"
"967921";"kankan udu";"Platymiscium";"pinnatum"
"968201";"kodia weko";"Inga";"stipularis"
"1009848";"mongi udu";"Touroulia";"guianensis"
"945183";"pedieku";"Jacaranda";"copaia"
"968049";"pindia udu";"Talisia";"Indet."
"1009390";"sali";"Tetragastris";"panamensis"
"945621";"taapu tiki";"Recordoxylon";"speciosum"
"987947";"tete weko";"Conceveiba";"guianensis"
"987966";"tete weko";"Inga";"umbellifera"
"967785";"wan ede";"Schefflera";"decaphylla"
"987660";"wandekole";"Micropholis";"obscura"
"1097037";"aganiamai";"Parkia";"nitida"
"1075714";"aluau";"Trattinnickia";"demerarae"
"1097477";"aluau";"Thyrsodium";"puberulum"
"1053866";"boliken koko";"Elvasia";"elvasioides"
"1054242";"bugu bugu";"Cecropia";"sciadophylla"
"1075282";"busi papaie";"Sterculia";"pruriens"
"1097602";"cèdre cannelle";"Recordoxylon";"speciosum"
"1053663";"encens";"Talisia";"praealta"
"1053583";"kukuniefu";"Lacmellea";"aculeata"
"1097708";"maho cochon";"Eriotheca";"globosa"
"1053722";"mesupu";"Miconia";"trinervia"
"1053673";"pedieku";"Vismia";"sessilifolia"
"1097721";"weti koko";"Couepia";"habrantha"
"1120316";"baaka koko";"Parinari";"montana"
"1185817";"neko udu agitin";"Indet.";"Indet."
"1120173";"podo tiki";"Annona";"Indet."
"1303788";"lebi koko";"Licania";"densiflora"
"1380998";"aia tuende";"Miconia";"acuminata"
"1444698";"baaka apisi";"Ocotea";"argyrophylla"
"1422687";"baaka mapa";"Tabernaemontana";"attenuata"
"1422724";"buguni";"Abarema";"jupunba"
"1381408";"busi kiki kisi";"Rhodostemonodaphne";"grandis"
"1422832";"diankatu";"Ficus";"pulchella"
"1381131";"encens";"Cupania";"scrobiculata"
"1422318";"encens";"Protium";"gallicum"
"1380526";"geli apisi";"Eugenia";"cupulata"
"1380854";"mesupu";"Schefflera";"decaphylla"
"1403049";"mesupu";"Inga";"sp.12CAY-ATDN"
"1381889";"pindia udu";"Cecropia";"sciadophylla"
"1402432";"pindia udu";"Vismia";"sp.1Guyafor"
"1381879";"podo tiki";"Diospyros";"carbonaria"
"1445192";"sipiki udu";"Hirtella";"glandulosa"
"1509978";"buguni";"Inga";"tubiformis"
"1466335";"cèdre cannelle";"Guatteria";"citriodora"
"1466813";"gaan moni";"Thyrsodium";"Indet."
"1528775";"kukuniefu";"Ecclinusa";"ramiflora"
"1510120";"maho cochon";"Pachira";"dolichocalyx"
"1529038";"maho cochon";"Cordia";"nervosa"
"1466684";"man papaie";"Cecropia";"sciadophylla"
"1487181";"mesupu";"Tapirira";"bethanniana"
"1466924";"pulu";"Pouteria";"Indet."
"1466548";"tonka";"Tapirira";"Indet."
"73379";"-";"Mahurea";"palustris"
"25131";"baaka koko";"Hirtella";"bicornis"
"49565";"baaka koko";"Couepia";"guianensis"
"49649";"bamba apisi";"Oxandra";"asbeckii"
"49891";"busi mango";"Quiina";"guianensis"
"49909";"cèdre cannelle";"Siparuna";"cuspidata"
"25202";"koko";"Mahurea";"palustris"
"25232";"koko";"Sloanea";"grandiflora"
"49532";"koko";"Endlicheria";"melinonii"
"49580";"koko";"Diospyros";"vestita"
"72837";"koko";"Coccoloba";"mollis"
"49793";"maho cigare";"Duroia";"eriopila"
"184174";"baaka koko";"Talisia";"microphylla"
"160698";"dodomisinga";"Byrsonima";"aerugo"
"140887";"maho cochon";"Byrsonima";"aerugo"
"184108";"mutsenge tsenge";"Couepia";"caryophylloides"
"184285";"weti pedieku";"Byrsonima";"densa"
"269058";"-";"Tabernaemontana";"Indet."
"381231";"agui";"Swartzia";"guianensis"
"381025";"agusiton";"Poecilanthe";"hostmannii"
"359395";"bakuman";"Ambelania";"acida"
"316005";"bita tiki";"Casearia";"pitumba"
"381292";"bita tiki";"Cassipourea";"guianensis"
"315894";"buguni";"Tapirira";"guianensis"
"316061";"buguni";"Protium";"subserratum"
"359695";"bumbi kidia";"Cheiloclinium";"cognatum"
"339643";"gonfolo rose";"Hebepetalum";"humiriifolium"
"360490";"koko";"Humiriastrum";"excelsum"
"381420";"koko";"Cassipourea";"guianensis"
"360301";"pepe (a)tiki";"Annona";"exsucca"
"339726";"pepe boiti";"Pouteria";"ambelaniifolia"
"381384";"podo tiki";"Annona";"ambotay"
"359583";"tupiki weko";"Inga";"sp.12CAY-ATDN"
"359405";"wata tiki";"Casearia";"sp.3CAY-ATDN"
"360076";"weti apisi";"Aniba";"taubertiana"
"316071";"weti paya";"Brosimum";"utile"
"381438";"weti pedieku";"Byrsonima";"aerugo"
"421467";"aganananga";"Hevea";"guianensis"
"440664";"aie weko";"Inga";"jenmanii"
"421625";"bamba apisi";"Siparuna";"cuspidata"
"403166";"bumbi kidia";"Amphirrhox";"longifolia"
"440752";"busi banda";"Richeria";"grandis"
"460710";"maho cigare";"Buchenavia";"grandis"
"460794";"man tapuhupa";"Amphirrhox";"longifolia"
"440555";"santi koko";"Indet.";"sp.1CAY-ATDN"
"460743";"yayamadou montagne";"Oxandra";"asbeckii"
"537107";"-";"Chaetocarpus";"schomburgkianus"
"498949";"baaka apisi";"Sagotia";"racemosa"
"480274";"bois saint jean";"Hevea";"guianensis"
"480289";"taapu tiki";"Sloanea";"laxiflora"
"480304";"weko";"Casearia";"sylvestris"
"480173";"weti udu";"Casearia";"sp.D"
"517646";"weti udu";"Casearia";"ulmifolia"
"576236";"-";"Neocalyptrocalyx";"leprieurii"
"576292";"-";"Tapura";"capitulifera"
"576361";"aganiamai";"Thyrsodium";"guianense"
"576445";"bofo udu";"Quiina";"integrifolia"
"576123";"busi kosu";"Micropholis";"egensis"
"621339";"maho rouge";"Indet.";"sp.6Guyafor"
"598411";"man tapuhupa";"Cybianthus";"microbotrys"
"576389";"neko udu";"Annona";"foetida"
"553762";"sipiki udu";"Maytenus";"oblongata"
"889488";"-";"Rauvolfia";"paraensis"
"889497";"alimiao";"Enterolobium";"oldemanii"
"927105";"buguni";"Inga";"umbellifera"
"907198";"busi cacao";"Cordia";"Indet."
"926960";"Hevea";"Ambelania";"acida"
"906851";"koko";"Lacunaria";"Indet."
"907265";"maho noir";"Pterocarpus";"officinalis"
"889327";"mamadosu";"Quiina";"obovata"
"927042";"wata tiki";"Drypetes";"variabilis"
"988955";"-";"Lacunaria";"jenmanii"
"989225";"-";"Lacunaria";"crenata"
"946160";"aganiamai";"Inga";"pezizifera"
"946299";"aganiamai";"Inga";"alba"
"946934";"aganiamai";"Qualea";"rosea"
"968340";"aganiamai";"Protium";"opacum"
"989047";"aganiamai";"Indet.";"Indet."
"946851";"bakuman";"Thyrsodium";"puberulum"
"1010940";"balata pomme";"Brosimum";"utile"
"1010510";"cèdre";"Casearia";"sylvestris"
"988564";"cèdre cannelle";"Aniba";"williamsii"
"946453";"koko";"Aniba";"williamsii"
"946366";"kwata bobi";"Chrysophyllum";"argenteum"
"968678";"mamadosu";"Tapirira";"Indet."
"988734";"mamadosu";"Duroia";"Indet."
"968469";"meli";"Eschweilera";"pedicellata"
"946184";"pali udu";"Casearia";"javitensis"
"945840";"pepe angasa udu";"Siparuna";"decipiens"
"969044";"saint martin jaune";"Andira";"coriacea"
"1010212";"tupiki weko";"Inga";"thibaudiana"
"1010331";"weti pedieku";"Protium";"giganteum"
"1010589";"weti pedieku";"Miconia";"poeppigii"
"1032765";"aganiamai";"Miconia";"tschudyoides"
"1054567";"aganiamai";"Byrsonima";"aerugo"
"1076495";"aganiamai";"Casearia";"decandra"
"1055255";"alimiao";"Inga";"stipularis"
"1032066";"babun weko";"Inga";"sarmentosa"
"1076141";"bita tiki";"Cassia";"spruceana"
"1098583";"bois canon";"Pourouma";"bicolor"
"1077023";"bumbi kidia";"Casearia";"pitumba"
"1077171";"busi kiki kisi";"Inga";"sarmentosa"
"1055457";"busi kosu";"Sloanea";"garckeana"
"1055343";"cœur dehors";"Miconia";"tschudyoides"
"1097988";"diaguidia";"Thyrsodium";"puberulum"
"1031884";"diankoi mata";"Heisteria";"ovata"
"1054587";"diankoi mata";"Poraqueiba";"guianensis"
"1097933";"diapapaie";"Sterculia";"pruriens"
"1054662";"koko";"Sloanea";"latifolia"
"1098449";"maho cigare";"Pouteria";"gongrijpii"
"1099057";"mamadosu";"Pouteria";"guianensis"
"1032683";"pindia udu";"Virola";"michelii"
"1098402";"santi koko";"Hirtella";"hispidula"
"1055163";"weti topi";"Eugenia";"latifolia"
"1164655";"-";"Zygia";"tetragona"
"1142671";"aganiamai";"Conceveiba";"guianensis"
"1142691";"aganiamai";"Vismia";"guianensis"
"1164250";"baaka koko";"Parinari";"campestris"
"1142738";"bita tiki";"Lacistema";"aggregatum"
"1142728";"busi kiki kisi";"Conceveiba";"guianensis"
"1186473";"carapa";"Couepia";"caryophylloides"
"1142661";"cèdre cannelle";"Aniba";"citrifolia"
"1142541";"diankoi mata";"Indet.";"Indet."
"1163807";"dodomisinga";"Sterculia";"Indet."
"1142651";"koko";"Capparidastrum";"frondosum"
"1120998";"taapu tiki";"Indet.";"Indet."
"1262894";"-";"Abarema";"mataybifolia"
"1262963";"-";"Matayba";"opaca"
"1262978";"aganananga";"Byrsonima";"laevigata"
"1237230";"aganiamai";"Miconia";"minutiflora"
"1236903";"angélique";"Peltogyne";"paniculata"
"1285113";"buguni";"Licania";"heteromorpha"
"1213888";"bumbi kidia";"Myrcia";"decorticans"
"1285128";"busi mango";"Quiina";"obovata"
"1213798";"dokali mapa";"Brosimum";"rubescens"
"1263181";"funguti koko";"Inga";"lomatophylla"
"1213510";"maho cigare";"Eschweilera";"sagotiana"
"1237303";"mesupu";"Thyrsodium";"guianense"
"1213813";"tupiki weko";"Humiriastrum";"subcrenatum"
"1213747";"wandekole";"Amanoa";"congesta"
"1236842";"wandekole";"Sandwithia";"guyanensis"
"1236918";"weti koko";"Couepia";"obovata"
"1325017";"encens";"Cupania";"Indet."
"1304274";"koko";"Sloanea";"Indet."
"1344928";"maho cigare";"Lecythis";"persistens"
"1345089";"pepe angasa udu";"Fusaea";"longifolia"
"1382183";"-";"Annona";"exsucca"
"1403261";"aganananga";"Annona";"exsucca"
"1445874";"aganiamai";"Protium";"tenuifolium"
"1423307";"bakuman";"Cybianthus";"guyanensis"
"1424027";"busi kasu";"Thyrsodium";"spruceanum"
"1403391";"busi kiki kisi";"Virola";"michelii"
"1382572";"encens";"Xylopia";"cayennensis"
"1424011";"lebi koko";"Inga";"alba"
"1423178";"neko udu agitin";"Cordia";"sagotii"
"1403646";"pindia udu";"Vismia";"sp.P1"
"1446130";"saint martin jaune";"Caryocar";"glabrum"
"1382000";"santi koko";"Chaetocarpus";"schomburgkianus"
"1423337";"taapu tiki";"Trichilia";"schomburgkii"
"1445466";"wata tiki";"Glycydendron";"amazonicum"
"1382343";"weko";"Byrsonima";"densa"
"1382976";"weko";"Abarema";"jupunba"
"1446067";"weko";"Inga";"sp.18CAY-ATDN"
"1423674";"weti pedieku";"Miconia";"acuminata"
"1487923";"-";"Prunus";"myrtifolia"
"1529801";"-";"Diospyros";"vestita"
"1510546";"aso udu";"Guatteria";"Indet."
"1488030";"cèdre cannelle";"Sloanea";"Indet."
"1529370";"dodomisinga";"Byrsonima";"densa"
"1487832";"encens";"Talisia";"simaboides"
"1487983";"koko";"Parkia";"velutina"
"1467272";"kukuniefu";"Chaunochiton";"kappleri"
"1467350";"kumanti udu";"Naucleopsis";"guianensis"
"1467148";"mamadosu";"Pouteria";"torta"
"1487953";"niamisi udu";"Conceveiba";"guianensis"
"1467256";"pepe angasa udu";"Guarea";"Indet."
"1510334";"podo tiki";"Cordia";"nervosa"
"1529326";"pulu";"Brosimum";"rubescens"
"1529363";"sipiki udu";"Quiina";"guianensis"
"1488117";"wandekole";"Alchorneopsis";"floribunda"
"1467449";"weti paya";"Micropholis";"Indet."
"292583";"mapa";"Apeiba";"Indet."
"715330";"maho cochon";"Sterculia";"sp.P1"
"624923";"weko";"Cordia";"sagotii"
"660839";"-";"Eschweilera";"coriacea"
"640879";"sabana guegue";"Eriotheca";"longitubulosa"
"960935";"satiné rubané";"Brosimum";"Indet."
"1025146";"gonfolo";"Indet.";"Indet."
"21563";"singabasu";"Talisia";"Indet."
"20614";"wana kwali";"Vochysia";"Indet."
"114980";"kwali";"Indet.";"Indet."
"168159";"maho cochon";"Indet.";"Indet."
"371599";"pikin panga";"Indet.";"Indet."
"855144";"kwata kaman";"Lecythis";"zabucajo"
"892044";"lakasi";"Enterolobium";"Indet."
"922704";"wakapu";"Bocoa";"prouacensis"
"940292";"dokali";"Brosimum";"Indet."
"972275";"fromager";"Indet.";"Indet."
"1045631";"diaba udu";"Indet.";"Indet."
"1081332";"kimboto";"Talisia";"Indet."
"1084166";"yayamadou marécage";"Iryanthera";"hostmannii"
"1115560";"kimboto";"Indet.";"Indet."
"1315335";"acacia franc";"Indet.";"Indet."
"1337281";"wapa rivière";"Indet.";"Indet."
"1433498";"-";"Eperua";"Indet."
"1375258";"tosopasa";"Parkia";"velutina"
"1472771";"bunaati";"Recordoxylon";"speciosum"
"1492792";"maho cigare";"Eperua";"Indet."
