Family;Genus;species;bar_code;plot_code;X;Y;n_lvs;surete;status;bar_code_curr;taxon_code;DBH;Height;ID_arbre;ID_ram;Ht_sample;thickness;SPAD;toughness;dry_mass;traits_surf_area;ind_surf_area;sapwood_dens;moisture;bark_thick;twig_dens;twig_diam;twig_bark_thick;comment
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860053;P018;40;32;3;5;OK;P01860174;341;63.8;24;2;2;18;260.5666656;75.19999949;2.303333362;3.988333305;;881.1;;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860072;P018;42;12;3;5;OK;P01860198;341;10;14;3;3;14;196.5666656;66.06666819;1.986666679;2.374333302;;774.3;;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860106;P018;59;27;3;5;OK;P01860286;341;23.2;26;3;5;22;213.4333344;65.93333435;1.940000017;2.86500001;;950.6;;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860113;P018;56;40;3;5;OK;P01860279;341;28.3;22;3;3;18;261.100001;73.83333333;3.106666724;4.757333279;;1127.2;;;8;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860156;P018;62;19;3;5;OK;P01860313;341;24;28;2;5;17;242.1333313;71.33333333;1.873333335;2.837333282;;758.5;;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860196;P018;78;7;3;5;OK;P01860405;341;19.7;17;2;3;14;220.7666677;58;2.49000001;1.515999993;;514.3;;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860228;P018;85;6;1;5;OK;P01860413;341;25.8;29;4;4;28;304;76.5;3;5.164999962;;346.9;;;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860234;P018;86;15;3;5;OK;P01860420;341;15.8;22;2;1;20;217.4666646;74.76666768;2.823333263;3.489000003;;1010.4;;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860235;P018;85;17;3;5;OK;P01860421;341;14.5;14;2;3;14;189.899999;65.29999797;2.826666673;2.745333354;;1038.8;;;1.5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860241;P018;82;27;3;5;OK;P01860427;341;10.5;14;;;;217.1333313;65.5;2.110000054;2.670666695;;978.7;;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860276;P018;91;10;3;5;OK;P01860517;341;19.7;25;3;3;20;255.5666707;54.53333282;3.543333292;1.797000011;;486.3;;;2.5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860289;P018;93;30;3;5;OK;P01860505;341;24.5;19;;;;217.3333333;53.53333282;2.893333276;3.776666562;;1427.2;;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860325;P018;14;24;2;5;OK;P01860082;341;22.3;18;3;3;12;229.8499985;72.45000076;1.005000025;1.837499976;;370.3;0.5553;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860417;P018;39;70;3;5;OK;P01860156;341;11.8;13;;;;215.2333323;74.23333486;2.589999994;4.987999956;;1388;0.5854;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860433;P018;98;85;3;5;OK;P01860468;341;25.1;17;2;5;9;215.100001;59.63333384;2.429999987;1.560333331;;573.1;;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Carapa;procera;P01860483;P018;58;95;3;5;OK;P01860247;341;50.9;22;5;3;18;275.3333333;60.66666667;1.770000021;4.023000081;;900.1;0.5709;;8;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;costata;A110278;A11;73;94;3;4;OK;A110278;342;10.4;16;1;1;8;186.100001;62.06666565;1.479999979;0.206999997;;109.5;0.71;0.65;3;0.657089949;14.0597;1.09111702;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;grandifolia;T10091;T1;91.5;95;3;5;OK;T10091;749;23.7;27;2;2;12;283.3333333;80.23333232;1.933333317;2.344333291;245.5556691;;0.55778;0.8094;6.6;0.496484012;9.86224;2.26228143;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;guidonia;A110275;A11;68;85;3;4;OK;A110275;343;17.5;18;2;2;9;228.5333354;59.33333333;1.5066667;0.357333332;;168;0.72;0.49;1;0.451848239;5.36725;0.77290525;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;guidonia;B430063;B4;49;20;3;4;OK;B430063;343;13;16;3;3;10;251.3333333;66.1666654;1.453333378;0.653333336;;253.4;0.72;0.42;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;guidonia;B435047;B4;51;79;3;4;OK;B435047;343;11.1;;2;3;15;237.7666677;72.83333333;1.25333333;0.397999992;;126.2;0.71;0.51;4;0.727;14.9704;3.661;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;guidonia;B443013;B4;82;92;3;4;OK;B443013;343;21;20;2;2;14;232.3333333;55.19999949;1.670000037;0.423333327;;198.2;0.72;0.49;4;0.671;13.2138;3.66;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;guidonia;P00610255;P006;32;213;3;5;OK;P00610255;343;18.8;16;2;1;9;271.0999959;59.93333308;1.706666668;0.540000002;;206.3;0.6725;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17116007;M1711;17;2;3;5;OK;M17116007;345;10.8;9;1;3;9;179.3333333;61.6333313;1.163333337;0.567333331;;257.6;;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17116490;M1711;47;28;3;5;OK;M17116490;345;13.4;12;1;1;8;197.4333344;56.13333257;1.343333324;0.470333328;;242.3;0.6681;0.7664;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17116510;M1711;47;14;3;5;OK;M17116510;345;13.7;11;3;2;11;177.799998;47.73333359;1.060000002;0.322333336;;182.6;0.7294;0.6137;1.5;0.636;18.2345;3.2965;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17116536;M1711;54;7;3;5;OK;M17116536;345;13.7;13;4;5;12;190.7666677;56.36666743;1.5066667;0.333333333;;178.5;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17116846;M1711;77;56;3;5;OK;M17116846;345;10.8;8;2;2;8;184.899999;46.36666743;1.303333322;0.301666657;;184;;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17116900;M1711;93;36;3;5;OK;M17116900;345;16.4;15;3;3;15;173;54.30000051;1.359999975;0.354999999;;197.2;0.7312;0.4634;2;0.61;12.2575;2.76;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17116917;M1711;95;67;3;5;OK;M17116917;345;30.9;18;3;5;18;212;66.23333232;1.413333337;0.272666668;;117.3;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17118849;M1711;97;87;3;5;OK;M17118849;345;10.8;9;2;1;9;188.200002;48.5;1.120000005;0.40199999;;202.6;0.5818;0.7862;;;;;chris det a partir du scan
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;scabra;M17118949;M1711;53;79;3;5;OK;M17118949;345;10.2;9;2;2;9;175.899999;52.26666641;1.036666691;0.296666672;;155.3;;;1;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;silvatica;LV109563;LV1;185.1;22.2;3;5;OK;LV109563;346;21.97452229;30;3;3;25;170.6666667;58.93333181;1.700000008;0.49333334;90.75410207;;0.60418;0.9429;5.65;0.718035596;14.2977;2.16067636;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;silvatica;M17116117;M1711;5;92;3;5;EXCLUDE;M17116117;346;9.4;8;1;1;8;164.2333323;53.56666692;1.539999962;0.505000005;;289.3;0.6432;0.6636;;0.445;9.9865;1.315;M17116117
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;silvatica;M17116641;M1711;72;96;3;5;OK;M17116641;346;19.4;17;3;3;15;142.3333333;56.36666616;1.466666659;0.369333337;;220.8;0.6712;0.655;1;0.573;11.6395;1.449;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;silvatica;M17116866;M1711;85;24;3;0;OK;M17116866;346;13.8;15;1;2;15;146.2333323;53.56666692;1.323333303;0.321666668;;;0.753;0.5569;;0.659;13.7945;2.0005;no scan
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;silvatica;NH200415;NH20;76;390;3;5;OK;NH200415;346;16.3;18;1;1;12;141.2333323;59;1.403333306;0.358333339;;164.3;0.6847;0.668;2;0.605;12.635;1.284;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Guarea;IND;LV109407;LV1;176.4;4.2;0;0;MORT;LV109407;344;;;;;0;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;A110281;A11;78;94;3;4;OK;A110281;347;11.1;14;1;1;4;184.6666667;52.76666641;1.00666666;0.190333332;;88.3;0.71;0.4;2;0.630994499;9.23525;0.80394673;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;NH200003;NH20;9;304;3;4;OK;NH200003;347;11.7;11;1;1;8;175.6666667;33.39999962;0.883333325;0.262000004;;133.1;0.7353;0.5134;2;0.709;12.8085;1.8155;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;NL110021;NL11;100;32;3;4;OK;NL110021;347;11.1;9;2;2;;145.100001;33.03333346;0.74666667;0.240333329;;128;0.6976;0.5528;2;0.586;4.627;1.037;Sampling height not recorded. pour faire diff avec surinamensis ?
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;NL110135;NL11;130;27;3;4;OK;NL110135;347;12.4;12;2;2;12;183.7666677;50.53333282;0.926666657;0.270000001;;88.9;0.8168;0.456;2;0.744;11.5005;2.033;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;NL110279;NL11;145;60;3;4;OK;NL110279;347;13;16;2;3;15;201.6666667;55;1.373333375;0.670333336;;189.8;0.8302;0.4384;;0.763;16.8615;2.709;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;NL110527;NL11;190;28;3;4;OK;NL110527;347;12.7;19;2;2;10;176.200002;56.16666794;1.053333342;0.36833333;;125.3;0.7863;0.3708;3;0.688;11.5055;2.6175;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;NL110569;NL11;104;82;3;4;OK;NL110569;347;11.2;10;1;1;8;181.2333323;50.43333308;0.926666677;0.261333331;;109.7;0.7611;0.4151;1;0.63;6.1515;2.161;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;NL110619;NL11;113;11;3;4;OK;NL110619;347;10.191;10;1;1;4;172.6666667;50.63333257;0.970000009;0.490333329;;194.1;;;;0.707;;;DBH estimated
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;cipo;NL110620;NL11;151;40;3;4;OK;NL110620;347;11.146;12;1;1;5;173.899999;53.59999975;0.870000005;0.206000003;;85.2;;;;0.686;;;DBH estimated
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;euneura;M17116008;M1711;19;1;3;5;OK;M17116008;348;10.7;13;1;1;8;197.6666667;49.43333435;1.383333365;0.42566667;;158;0.5764;0.6763;3;0.595;10.6735;2.58;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;micrantha;B428054;B4;37;51;3;5;OK;B428054;350;11.5;15;1;1;8;151.7666677;52.16666667;0.383333335;0.092333334;;71.4;0.61;0.49;;0.566;11.3573;1.733;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;micrantha;M17116101;M1711;4;74;3;5;OK;M17116101;350;11.5;14;2;2;14;191.1333313;44.40000025;0.75333333;0.231666669;;144.6;;;1;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;micrantha;M17116435;M1711;42;84;3;5;OK;M17116435;350;11.5;13;2;1;3;202.2333323;59.93333308;0.810000022;0.318333333;;133.7;0.6487;0.499;1;0.575;6.704;0.819;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;micrantha;M17116441;M1711;49;78;3;5;OK;M17116441;350;13.2;12;2;1;6;161.5666656;52.96666718;0.75333333;0.260666663;;152.6;0.6163;0.3415;1;0.656;10.588;1.373;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;micrantha;M17116578;M1711;60;41;3;5;OK;M17116578;350;13.4;13;1;2;13;151.8666687;57.33333333;0.686666667;0.396333327;;216;0.6303;0.5695;1;0.609;14.485;1.5035;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;micrantha;M17116839;M1711;85;64;3;5;OK;M17116839;350;13.2;20;3;5;20;160.7666677;60.86666616;0.850000004;0.302999993;;137.7;0.631;0.6232;2;0.631;11.8485;1.1065;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;micrantha;M17116915;M1711;92;58;3;5;OK;M17116915;350;12.1;14;1;1;4;153.799998;60.16666667;0.796666682;0.553000013;;287.8;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;micrantha;T10239;T1;58.5;51;3;5;OK;T10239;350;19.7;15;2;2;11;176.6666667;41.86666616;0.623333315;0.394666677;79.18836594;;0.62302;0.5366;2.3;0.614496893;14.5826;2.55124541;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;pallida;NH200374;NH20;76;326;3;5;OK;NH200374;351;17.8;14;2;2;12;207.2333323;70.66666921;1.856666644;0.256333336;;99.1;0.5597;0.5851;4;0.6;11.233;1.591;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;pallida;NL110077;NL11;119;21;3;5;OK;NL110077;351;27.1;18;3;3;18;233.4666646;50.5;1.819999973;0.23466667;;84.7;0.4993;0.9194;2;0.533;9.2795;1.7265;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;pallida;NL110315;NL11;153;29;3;5;OK;NL110315;351;13.9;14;2;1;8;172.6666667;44.19999949;1.589999994;0.222333332;;132.8;0.5522;0.6243;3;0.584;13.4985;1.8805;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;pallida;NL110333;NL11;157;59;3;5;OK;NL110333;351;13.6;13;2;3;12;210.3333333;46.83333333;1.49999996;0.297000001;;140.9;0.5903;0.6278;;;11.594;1.8685;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;pallida;NL110520;NL11;196;15;3;5;OK;NL110520;351;14.2;15;3;3;12;184.4666646;61.40000025;1.466666659;0.174;;86.3;0.5163;0.6029;3;0.535;11.407;1.5695;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;pallida;T10078;T1;97;74;3;5;OK;T10078;351;19.1;24;2;2;10;206.6666667;58.06666692;1.450000008;0.287666664;53.57373428;;0.6173;0.511;3.9;0.589252889;18.2589;3.10955312;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;A110284;A11;74;87;3;5;OK;A110284;352;19.9;20;2;3;15;294.7666626;71.63333384;1.733333309;0.612333347;;142.3;0.72;0.39;2;0.590114534;8.269;0.99854063;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;A110434;A11;92;97;3;5;OK;A110434;352;19.3;18;3;3;18;238.7666677;46.36666616;1.533333302;0.474666675;;142.9;0.81;0.37;4;0.733906686;13.2987;0.99859171;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B420010;B4;17;67;3;5;OK;B420010;352;22.3;18;2;2;12;268;64.33333333;1.673333327;0.842666666;;238.6;;;;0.67;12.7969;3.13;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B420041;B4;0;69;3;5;OK;B420041;352;11.8;15;1;1;6;233.6666667;51.23333359;1.406666676;0.578333338;;257.4;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B420061;B4;25;63;3;5;OK;B420061;352;13.8;17;2;3;12;283.4666748;57.03333282;1.866666675;0.620666663;;173;;;3;0.753;11.4169;2.464;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B422042;B4;7;20;3;5;OK;B422042;352;13.2;17;2;2;17;241;58.63333384;1.413333337;0.483999997;;172.4;0.78;0.49;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B422046;B4;12;0;3;5;OK;B422046;352;15;18;1;1;13;273.7666626;63.36666616;1.660000006;1.06766669;;275.2;;;5;0.606;8.51172;2.11;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B430048;B4;31;7;3;5;OK;B430048;352;17;18;4;4;18;225.899999;60.40000025;1.066666663;0.846333325;;265;;;8;0.66;13.3095;3.579;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B437045;B4;53;31;3;5;OK;B437045;352;12.9;13;2;2;12;268.5333252;61.33333333;2.013333321;1.325666646;;373.2;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B437049;B4;66;31;3;5;OK;B437049;352;16.2;18;1;2;18;273.0999959;55.83333333;1.75999999;0.879666666;;254.6;0.78;0.4;;0.578;6.48465;2.123;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;schomburgkii;B437071;B4;58;34;3;5;OK;B437071;352;15;18;1;2;18;236.7666677;60;1.433333317;0.598999997;;218.3;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;surinamensis;NL110145;NL11;130;43;3;4;OK;NL110145;353;15.3;15;2;3;15;186.799998;47.13333257;0.99333332;0.386000002;;142.6;0.6777;0.6208;5;0.714;10.624;2.584;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;surinamensis;NL110610;NL11;112;11;3;4;OK;NL110610;353;10.191;12;;1;;174.7666677;51.49999873;0.873333335;0.255;;93;;;;0.72;;;DBH estimated
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meliaceae;Trichilia;IND;T10218;T1;62;87;0;0;MORT;T10218;349;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Menispermaceae;Abuta;IND;NL110429;NL11;179;46;3;2;EXCLUDE;NL110429;354;12.3;;5;5;35;281.5333252;34.63333384;3.249999921;0.354999989;;;;;;0.595;;;No scan available. LIANE
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;cristata;LV112858;LV1;133.3;58.6;3;5;OK;LV112858;392;10.1910828;13;2;2;12;269;66.0333341;1.296666662;1.10133334;131.5671387;;0.58501;0.7327;3.4;0.594900168;10.8499;1.8949552;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;cristata;M17116466;M1711;29;58;3;5;OK;M17116466;392;12.7;11;;;;258.7666626;42.80000051;1.24999996;0.675999999;;310.5;0.6313;0.7004;4;0.641;10.0005;1.6765;DI not recorded
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;cristata;NH200160;NH20;39;338;3;5;OK;NH200160;392;13.6;14;3;4;14;265.4333293;68.09999847;1.75666666;1.28700002;;428.4;0.6671;0.6451;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;cristata;NH200205;NH20;46;331;3;5;OK;NH200205;392;12.1;15;1;3;10;285.3333333;59.76666641;1.673333327;0.779000004;;271.2;0.7004;0.6305;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;cristata;NH200545;NH20;98;395;3;5;OK;NH200545;392;10.7;13;3;2;12;239.7666677;67.06666819;1.523333351;0.654333333;;232.4;0.6841;0.6549;1;0.712;12.8045;2.763;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;cristata;T10194;T1;68.5;43;0;0;MORT;T10194;392;;;;;;;;;;;;;;;;;;MFP 4703
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;A110127;A11;40;88;3;5;OK;A110127;393;10.5;12;1;1;6;266.8000081;54.23333359;1.50999999;0.331;;178;0.64;0.77;3;0.66765368;9.0035;0.81923505;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;A110254;A11;45;96;3;5;OK;A110254;393;12.3;15;1;1;6;262.4333293;56.43333308;0.950000008;0.345999996;;198.8;0.65;0.81;4;0.490141958;8.8255;1.12532886;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;B419041;B4;20;86;3;5;OK;B419041;393;15.8;17;1;2;10;257.4666697;56.29999924;0.983333329;0.296666662;;130.3;0.56;0.94;3;0.562;9.62739;3.136;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;B428066;B4;25;63;3;5;OK;B428066;393;15;;1;1;10;312;56.76666768;1.233333349;0.418666661;;189.2;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;B429041;B4;;;3;5;OK;B429041;393;;;1;1;6;266.3333333;48.59999975;1.223333359;0.171333333;;114.6;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;B437026;B4;73;36;3;5;OK;B437026;393;20.4;19;2;1;12;267.2333374;61.33333206;0.733333329;0.229000002;;94.1;0.57;0.82;7;0.6;8.85202;2.311;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;B437063;B4;62;49;3;5;OK;B437063;393;15.3;10;2;2;10;284.0999959;42.36666743;1.346666694;0.147999997;;90.3;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;B438041;B4;51;21;3;5;OK;B438041;393;11.3;12;2;2;10;293;58.13333257;1.269999981;0.251999994;;109.2;;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;B438042;B4;56;22;3;5;OK;B438042;393;12.6;10;2;2;10;312.7666626;61.19999949;1.060000002;0.377333343;;149.2;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;NH200125;NH20;29;362;3;5;OK;NH200125;393;12;11;1;1;10;293.2333374;54.86666743;1.446666678;0.341666669;;150.4;0.6424;0.8414;3;0.618;11.6145;0.9005;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;NH200447;NH20;80;336;3;4;OK;NH200447;393;12.7;10;3;1;10;235.5333303;39.83333333;1.149999976;0.214000002;;84.5;0.573;0.8918;3;0.549;7.4405;0.9765;chris det a partir du scan
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;NH200535;NH20;96;383;3;5;OK;NH200535;393;14.2;17;3;2;17;313.6666667;64.23333232;1.366666635;0.374333332;;153.2;0.5341;1.0351;3;0.552;8.46;2.2375;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;decipiens;NL110375;NL11;165;48;3;5;OK;NL110375;393;13.1;;3;3;15;347.6666667;48.86666616;1.400000016;0.287999998;;90.4;;;;0.569;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;pachyantha;NH200083;NH20;14;374;3;5;OK;NH200083;395;23.6;20;3;3;17;376.4666748;61.5333341;2.236666679;4.186999957;;1194.6;0.6439;0.7399;9;0.463;10.956;1.2405;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;pachyantha;NH200089;NH20;14;381;1;5;OK;NH200089;395;14.1;17;2;2;10;369.2999878;63.59999847;1.870000005;8.217000008;;641.3;0.6841;0.745;5;0.516;18.2785;7.307;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monimiaceae;Siparuna;pachyantha;NH200379;NH20;79;337;1;5;OK;NH200379;395;12.8;17;2;1;13;356;68.59999847;2.400000095;11.30300045;;1116.3;0.6019;0.8657;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moraceae;Bagassa;guianensis;M17116861;M1711;84;33;3;5;OK;M17116861;396;17.8;24;3;1;12;177.5333354;27.70000013;0.709999998;0.212666661;;242.4;0.5263;0.5517;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moraceae;Bagassa;guianensis;NH200386;NH20;78;347;3;5;OK;NH200386;396;51.4;35;5;5;35;314.0999959;39.03333282;1.136666656;0.759333342;;209.1;0.6493;0.6369;21;0.581;10.816;3.0345;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moraceae;Bagassa;guianensis;NL110093;NL11;110;55;0;5;OK;NL110093;396;92.6;40;;;;;;;;;;0.6284;0.8605;12;;;;no data recorded
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moraceae;Bagassa;guianensis;NL110323;NL11;155;47;3;5;OK;NL110323;396;62.8;40;5;5;40;351.9000041;42.3333346;2.116666635;1.308000008;;369.1;0.6148;0.9049;25;0.467;10.734;2.2675;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moraceae;Brosimum;guianense;A110299;A11;76;64;3;5;OK;A110299;397;29.6;30;4;4;30;256.2333374;55.13333384;1.436666648;0.089999999;;32.2;0.69;0.37;1;0.692384064;10.7343;0.67136065;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moraceae;Brosimum;guianense;A110329;A11;61;22;3;5;OK;A110329;397;33;25;5;5;25;257.4333293;59.9666659;1.866666714;0.082666665;;23.5;0.73;0.36;3;0.568989456;9.58625;0.73741431;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
